puzzle,solution
000008000109357806060902053593004762006500918001000034608400020002060470045030601,354618297129357846867942153593184762476523918281796534618475329932861475745239681
050010000120057000807000053503084762006020008200796034018000320930800470745009680,354618297129357846867942153593184762476523918281796534618475329932861475745239681
300600207120007806800902153090004000476020900200796500600405320002861400045200600,359618247124357896867942153593184762476523918281796534618475329932861475745239681
350010040024007000807940000503104762000023918080796000010475000930861000045030601,359618247124357896867942153593184762476523918281796534618475329932861475745239681
050600007024300896807902003500180702406023908000706500608005009900001005740209680,359618247124357896867942153593184762476523918281796534618475329932861475745239681
009610247000350006067042050003184760000500008200796004610005029032061005700039080,359618247124357896867942153593184762476523918281796534618475329932861475745239681
309610207020350906100900053593184000070500098200000504610470020932801005705000000,359618247824357916167942853593184762476523198281796534618475329932861475745239681
050608000800357000107042850003084702076020190281700530610000329002801005700230000,359618247824357916167942853593184762476523198281796534618475329932861475745239681
059018240804007006000940853503000000000503008080096504010070309030861470740039601,359618247824357916167942853593184762476523198281796534618475329932861475745239681
350600240004357906060040003000084762076023190001700004000075309900001470000209681,359618247824357916167942853593184762476523198281796534618475329932861475745239681
309010047800007906107040053093004002406523108081006000000400309002860400740230680,359618247824357916167942853593184762476523198281796534618475329932861475745239681
359612007024307000100908003090084700400023190201706004008070320900860470000209600,359612847824357916167948253593184762476523198281796534618475329932861475745239681
300012007824007000107908250500184762070500000080000504618475020902860400700200001,359612847824357916167948253593184762476523198281796534618475329932861475745239681
059600840004300010007900050590080000476520108001036594010475309032060470000200601,359612847824357916167948253593184762476529138281736594618475329932861475745293681
009010807200057910167008250093000700070009108020700004008075329902060470040203680,359612847284357916167948253593184762476529138821736594618475329932861475745293681
300010847200350006000040053593004002006520138801006504618070009930000075000203680,359612847284357916167948253593184762476529138821736594618475329932861475745293681
009012800200357006007900203003184762076009100801700504608400300032861400000200001,359612847284357916167948253593184762476529138821736594618475329932861475745293681
359600840200307900107008250093100702406509008000030004008475000032861005705290000,359612847284357916167948253593184762476529138821736594618475329932861475745293681
350602800004050016000008003593000762470500100820000004008075329032860470045090680,359612847284357916167948253593184762476529138821736594618475329932861475745293681
009602000080007910007940050500104002476520108801706594008005309002000405000293680,359612847284357916167948253593184762476529138821736594618475329932861475745293681
050600807204000916060040050000180002076500108800036504618070329032801405000203001,359612847284357916167948253593184762476529138821736594618475329932861475745293681
000602840280350906067940053090180602006000100800706504608475000032000000045003781,359612847284357916167948253593184672476529138821736594618475329732891465945263781
300012007084057016000048200003180600006500030021706090608075300002801400945263700,359612847284357916167948253593184672476529138821736594618475329732891465945263781
300012047204050000167948050500104602000500138001736594018005000030090000045003081,359612847284357916167948253593184672476529138821736594618475329732891465945263781
359612000000350016007048253000004000000520008021036500010475309002800460940063081,359612847284357916167948253593184672476529138821736594618475329732891465945263781
350612040080357906000008203093180670076000100021030504008000020700891005945063000,359612847284357916167948253593184672476529138821736594618475329732891465945263781
359000847000300906007948200000100072076520030820706094008475009702001400900060081,359612847284357916167948253593184672476529138821736594618475329732891465945263781
300600807004007010600940000500184672400520030801030000168005029002090465045060781,359612847284357916617948253593184672476529138821736594168475329732891465945263781
300600040280350910610040050500184072000529000000000094168470320002091060940263080,359612847284357916617948253593184672476529138821736594168475329732891465945263781
059618000080350000600900800593104600070529000800036500108075309730891000905063080,359618247284357916617942853593184672476529138821736594168475329732891465945263781
309000200200057900607002053590180672006009100001730090068075020732090405040003081,359618247284357916617942853593184672476529138821736594168475329732891465945263781
350618207280057000617902850503104600800009134000700008068005300032000065900200001,359618247284357916617942853593184672876529134421736598168475329732891465945263781
309608200280350000007940000590104072000020104000763098160470000732801000940036081,359618247284357916617942853593184672876529134421763598168475329732891465945236781
059608247204000016000042803503100600870500000020703098168000309002891400005030701,359618247284357916617942853593184672876529134421763598168475329732891465945236781
050018040080305910000002053090080072076520130001763598060000320732000060940236000,359618247284375916617942853593184672876529134421763598168457329732891465945236781
000018000080375916000092000593100070076509100421703598008947305002050060000036001,359618247284375916617492853593184672876529134421763598168947325732851469945236781
069410257280305006000600000500180602076020000420700008618947005032051060045200080,369418257284375916157692843593184672876529134421763598618947325732851469945236781
009418207004000016150600003593004000876009034420706500008047025700050009005263001,369418257284375916157692843593184672876529134421736598618947325732851469945263781
060410207080075906157002843003104670806000130001736098000040000700050009945060080,369418257284375916157692843593184672876529134421736598618947325732851469945263781
300018057280005906050092800093084602076500000421036090018043005030001000005060381,369418257284375916157692843593184672876529134421736598618943725732851469945267381
069018057204370900150092843503100070070000134000000008008003705702051000945260300,369418257284375916157692843593184672876529134421736598618943725732851469945267381
009410057200375010150090840500100602006029100000706500018000725702801469000200301,369418257284375916157692843593184672876529134421736598618943725732851469945267381
069018057080370906000002000590004602870000134421030590608043000730050409000200381,369418257284375916157692843593184672876529134421736598618943725732851469945267381
309400207284305010157000043093104002800000130400730500608943000032000009045060301,369418257284375916157692843593184672876529134421736598618943725732851469945267381
009008207084305910050629803000104002800000100021700098610940725000000469900200381,369418257284375916157629843593184672876592134421736598618943725732851469945267381
369408257200075016107009843003004002006000034021000000600943700002001469005260001,369418257284375916157629843593184672876592134421736598618943725732851469945267381
000008207000000016107009040003180672070592104420036500618943720002801000040200081,369418257284375916157629843593184672876592134421736598618943725732851469945267381
069000257000305900107629003003004072876592134020030090008940000702801409900000300,369418257284375916157629843593184672876592134421736598618943725732851469945267381
369018057280300906007000803503084072006500004021736000010000020032850060900007381,369418257284375916157629843593184672876592134421736598618943725732851469945267381
360000257080375906050260040000180070800590034001030508618943020700000469005020001,369418257284375916157269843593184672876592134421736598618943725732851469945627381
369010257000375000007269843593100672026097130000032508000000000030050060900006380,369418257284375916157269843593184672826597134471632598618943725732851469945726381
069010000084005906050269000500000600820507034470032000600943700732051009005720381,369418257284375916157269843593184672826597134471632598618943725732851469945726381
009418200204300016157069000590104002020000000071000508608940725002801069005720300,369418257284375916157269843593184672826597134471632598618943725732851469945726381
060000250200370006007260800003080672820597034070030598000903720730000060040706381,369418257284375916157269843593184672826597134471632598618943725732851469945726381
008409250010300006000060013000180070826007030070630598600040725732800400549020301,368419257215378946497265813953184672826597134174632598681943725732851469549726381
060419207215008900000005800053104602800590004070632508681040705000050400040700301,368419257215378946497265813953184672826597134174632598681943725732851469549726381
368019000210370906000205000053180072020597000004032590080003025732850009540020000,368419257215378946497265813953184672826597134174632598681943725732851469549726381
008009200000300900400205183950100000620597834800632091006900725702850009000021300,368419257215378946497265183953184672621597834874632591186943725732856419549721368
370000206215000900460075100003084000620590034800600501006903005730800410590721300,378419256215368947469275183953184672621597834847632591186943725732856419594721368
000410250005008907069005000050004072620000034047630501106940020700856419090720300,378419256215368947469275183953184672621597834847632591186943725732856419594721368
070009256215300900009270083950100002021590800007632000006900025730800010594001008,378419256215368947469275183953184672621597834847632591186943725732856419594721368
308000200015000004069205103050180042000590807847600591080940020732050410594000000,378419256215368974469275183953187642621594837847632591186943725732856419594721368
300410050205360904069005100056087300023500807800600091681000705002000419590021000,378419256215368974469275183956187342123594867847632591681943725732856419594721638
300009000200360900469075038900007340023000867007032090600003725700806000594721080,378419256215368974469275138956187342123594867847632591681943725732856419594721683
005010276071300904000205130906080340023504860007030000600000020030856019590720603,385419276271368954469275138956187342123594867847632591618943725732856419594721683
305409076200308900000205000950180042120004807007032590610940700730006409090001003,385419276271368954469275138956187342123594867847632591618943725732856419594721683
300410270001070950409060100956087302003590060040032091008903700730000009500701603,385419276261378954479265138956187342123594867847632591618943725732856419594721683
080019206621308054000060108006180042210500860000602590100903720000050019094020080,385419276621378954479265138956187342213594867847632591168943725732856419594721683
005419206001378050400060070050107340200090007040002590108940005302806409094020003,785419236621378954439265178956187342213594867847632591168943725372856419594721683
785400236621000950400060000056100002213500060000602090168040720302856400500020600,785419236621378954439265178956187342213594867847632591168943725372856419594721683
780400236621000900430065000050187042010004060847030091008943020370000000090020683,785419236621378954439265178956187342213594867847632591168943725372856419594721683
005000236620300954009065170950080302013594007840602500000900700070800009004720083,785419236621378954439265178956187342213594867847632591168943725372856419594721683
705419200001370900400000008006087002200500860047032091008000025300856419594020600,785419236621378954439265178956187342213594867847632591168943725372856419594721683
080009000020078900430205078956187002000590067047030500008903720070806400000021683,785419236621378954439265178956187342213594867847632591168943725372856419594721683
005009206600378004430205100950187000200504007847002009060000005370000490590701683,785419236621378954439265178956187342213594867847632519168943725372856491594721683
080410030600078054000065070000087040010504067807000019100043725072806091504721000,785419236621378954439265178956187342213594867847632519168943725372856491594721683
700009002009078004000305978000180200000094060847600509068903005372056491094020080,785419632639278154421365978956187243213594867847632519168943725372856491594721386
000409032630078104021060908900007043010504860040032519108040020000006001000021386,785419632639278154421365978956187243213594867847632519168943725372856491594721386
000010002009270004400060908056100040013594867000000510160943700072000490500721386,785419632639278154421365978956187243213594867847632519168943725372856491594721386
705019630030278004400300970900107203210000007800030500100943005002056001504700386,785419632639278154421365978956187243213594867847632519168943725372856491594721386
725000030630008104481065002900187003003504800047032519068000700070850000590000306,725419638639278154481365972956187243213594867847632519168943725372856491594721386
005409638630000104401300000000007240000094860807032010160043705370050400504271006,725419638639728154481365972956187243213594867847632519168943725372856491594271386
720019630639020000080000902006000003203194860000600509100043700302856490094070306,725419638639728154481365972916587243253194867847632519168943725372856491594271386
000009038000528170400300950016080043003094860807632509060940000070006401504200306,725419638639528174481367952916785243253194867847632519168943725372856491594271386
020400030630000074480360952016780203003190867840630010060943025300000001500200000,725419638639528174481367952916785243253194867847632519168943725372856491594271386
029401008605829104001300000900705243200090807840002010108940020000076081500018300,729451638635829174481367952916785243253194867847632519168943725392576481574218396
709050038005829170081307950906700200000190007040000509060903725302000080070210390,729451638635829174481367952916785243253194867847632519168943725392576481574218396
000051000035829100481307000010700200000094067047002009160940005392500400570208396,729451638635829174481367952916785243253194867847632519168943725392576481574218396
020401030600009170481060000000085203003100067040632519168900705092076001504000090,729451638635829174481367952916785243253194867847632519168943725392576481574218396
020451608030829100080360002916085000053000067847002000160903705000076001074008006,729451638635829174481367952916785243253194867847632519168943725392576481574218396
029000000635000170400007000906085000003100860847030510062000080390506241574018396,729451638635829174481367952916785423253194867847632519162943785398576241574218396
020001600635809104400007052000780020053094067007602510102043000300506240000018390,729451638635829174481367952916785423253194867847632519162943785398576241574218396
009450008600029070000067050016700420253100067040032509062043080300576200500200390,729451638635829174481367952916785423253194867847632519162943785398576241574218396
020400038000009104001007002016085400253194007007602500160943085308006040500218000,729451638635829174481367952916785423253194867847632519162943785398576241574218396
709001038000009070430007000916080403250100007047032519000943000398500040504208306,729451638685329174431867952916785423253194867847632519162943785398576241574218396
069050200185029600430000000906005423250094000847602509020003000398576040074000006,769451238185329674432867951916785423253194867847632519621943785398576142574218396
009000208005329674000867900006085000253194007840000500601900085000070142004210390,769451238185329674432867951916785423253194867847632519621943785398576142574218396
700401230080020604432000050900080023250194007047002510620940085300576000000210006,769451238185329674432867951916785423253194867847632519621943785398576142574218396
760050200100020604000800001900785403203094800040630000020043785308570142074008006,769451238185329674432867951916785423253194867847632519621943785398576142574218396
700050208000009000002860900916780423203194860840632500600040085308006000074000096,769451238185329674432867951916785423253194867847632519621943785398576142574218396
769001008105029000002060900906080000250094000840000519620903705308506140074008096,769451238185329674432867951916785423253194867847632519621943785398576142574218396
060001428080429003400007051016080234053004007047002000601043780390006100500210090,769351428185429673432867951916785234253194867847632519621943785398576142574218396
000300408000409070430007951006700204200094000007130569000943785090500142500018096,769351428185429673432867951916785234253694817847132569621943785398576142574218396
060000420185409070402000051900080030000600807007102569620943780398000100570218000,769351428185429673432867951916785234253694817847132569621943785398576142574218396
069000408100000070400800050000785004203600807847102560600940080390576140004018096,769351428185429673432867951916785234253694817847132569621943785398576142574218396
060000408105429673032800000910705234003000817047102060020003000390506002074008006,769351428185429673432867951916785234253694817847132569621943785398576142574218396
709301008180020603430060950016080004000694017007130060000070145001000082070208396,769351428185429673432867951916785234253694817847132569628973145391546782574218396
069050428180000003002860901900082530003094210247030800300076140600000700070218300,769351428185429673432867951916782534853694217247135869328976145691543782574218396
760100028000000003402067000016002004003694217247001869020900145000045002504018090,769153428185429673432867951916782534853694217247531869328976145691345782574218396
009150420180029600430067050000082004003600000047501069000906145601005002500208396,769153428185429673432867951916782534853694217247531869328976145691345782574218396
700050020100020073032800050910782530803690200240030800328906005691000782070008000,769153428185429673432867951916782534853694217247531869328976145691345782574218396
760003020085409670000800050906782000853690210200530890000976040600005702070200360,769153428185429673432867951916782534853694217247531896328976145691345782574218369
009050000080020600432800901910080500053690010047530006028906100600300082574200369,769153428185429673432867951916782534853694217247531896328976145691345782574218369
069103020185409607002007950016782000000094000840000090028006170091075082504200009,769153824185429637432867951916782543253694718847531296328946175691375482574218369
700053804080020600430800050010080503203000018847530006308906105600300402074008069,769153824185429637432867951916782543253694718847531296328946175691375482574218369
702150894000000607039000051006002503050094700800030926308040175691000400570008069,762153894185429637439867251916782543253694718847531926328946175691375482574218369
062050804080409600009867000910780543203004708040030920300906070090300082000210069,762153894185429637439867251916782543253694718847531926328946175691375482574218369
760153000185029607409007200900082003003600008000031000320040075600375482074000309,762153894185429637439867251916782543253694718847531926328946175691375482574218369
002050800180429630409867201000000500053604710840030020300946005090000002570218060,762153894185429637439867251916782543253694718847531926328946175691375482574218369
700053000100029030439867051910782003053094700000001920300006070001005482504010009,762153894185429637439867251916782543253694718847531926328946175691375482574218369
700100000165409830409860001006002543250004718800030900008000070690000402574018309,782153694165429837439867251916782543253694718847531926328946175691375482574218369
700150690100420030000007201916082000200604708047500920320040075091300400570010360,782153694165429837439867251916782543253694718847531926328946175691375482574218369
702150004165420807030007250016780000000604710000530920008906000690300082074208060,782153694165429837439867251916782543253694718847531926328946175691375482574218369
000103004005029030009007001906080543200000718807530006008940000691370002574008369,782153694165429837439867251916782543253694718847531926328946175691375482574218369
002000904065429837430850021006782000003604000800501006328940170000070402000208060,782163954165429837439857621916782543253694718847531296328946175691375482574218369
002160054160029837409050600910000540050000700804030090328906075691070402000010009,782163954165429837439857621916782543253694718874531296328946175691375482547218369
702000950100009837080750620016000543250600710004031200008046170690070000040800369,732168954165429837489753621916287543253694718874531296328946175691375482547812369
702168050100029837400753021916080503053604018070500006308046005000000000007010060,732168954165429837489753621916287543253694718874531296328946175691375482547812369
700108009065020830080703021016287003253690010070500000328040005001000080597012060,732168459165429837489753621916287543253694718874531296328946175641375982597812364
002108459060020037900000621010287590053000700809001006328040000641075000507800304,732168459165429837984753621416287593253694718879531246328946175641375982597812364
002068050160020800980050621006207000250000010870031006020600170601370902590012064,732168459165924837984753621416287593253496718879531246328649175641375982597812364
030108409165020007984050021416080590053400710000500200028649000600000002007812004,732168459165924837984753621416287593253496718879531246328649175641375982597812364
032008059165904800084050000010007593053406008809001040320600070601075080500010064,732168459165924837984753621416287593253496718879531246328649175641375982597812364
030168400100904800984000601416080503053496000000000006028049170000305080590810064,732168459165924837984753621416287593253496718879531246328649175641375982597812364
000168409005004837000750020410287593203096718800030046028600000000370900090802000,732168459165924837984753621416287593253496718879531246328649175641375982597812364
000108400160024807004750021000080090000496700870000046328040070601075080597810360,732168459165924837984753621416287593253496718879531246328649175641375982597812364
702108400060920007900753001406007090253496708070230040000040005041070980090810300,732168459165924837984753621416587293253496718879231546328649175641375982597812364
730060459160024807080003620400580003053496000009031540000040000600070002590012364,732168459165924837984753621416587293253496718879231546328649175641375982597812364
030068409060000037000050620010587200250490708879030006328040005600305082590002300,732168459165924837984753621416587293253496718879231546328649175641375982597812364
032008050105924830984053001400580003253400018000231006000000100601000082590802004,732168459165924837984753621416587293253496718879231546328649175641375982597812364
700160059065020037984700021000000203200406718800230046020040075040370002097800300,732168459165924837984753621416587293253496718879231546328649175641375982597812364
030160450105904030080050001416007200050496710009230540008609100001300900597010300,732168459165924837984753621416587293253496718879231546328649175641375982597812364
032060059165020800900750020410587290050496008870231046000009000040070080597000060,732168459165924837984753621416587293253496718879231546328649175641375982597812364
000168409005000007000700601006580200250006170800200046628040715001000982590812064,732168459165924837984753621416587293253496178879231546628349715341675982597812364
070100050165300807904005000746500203259006078803079540000903010030650080007002304,372168459165394827984725631746581293259436178813279546628943715431657982597812364
370160000065304800900020030746001000209406000010270046020040715401600902590812004,372168459165394827984725631746581293259436178813279546628943715431657982597812364
000068050000300820000025031006531098059480073810200000600043705401607902590012060,372168459165394827984725631746531298259486173813279546628943715431657982597812364
302000400005394027980005000046500000250480003013200540600043705030007902590012364,372168459165394827984725631746531298259486173813279546628943715431657982597812364
000008450005390007980000630006500298250480100010079540001040705008657010507802360,372168459165394827984725631746531298259486173813279546621943785438657912597812364
702108009160000800080725630070500090200406073013009046601040080340007012590010064,732168459165394827984725631476531298259486173813279546621943785348657912597812364
700168009100000827904700001406501298250000103003270040020900005000607902500812360,732168459165394827984725631476531298259486173813279546621943785348657912597812364
030168409000090020084705631470030290050486073010000500028040700340000082097002304,732168459165394827984725631476531298259486173813279546628943715341657982597812364
732008459560000020080700600076001290059400000813009040028043015000010982197000360,732168459561394827984725631476531298259486173813279546628943715345617982197852364
030100459560390027080002601400501003209406070010279000020943710340007002007000360,732168459561394827984752631476581293259436178813279546628943715345617982197825364
702060059501000807980752031000501003050030078013070000008040715340607900097020064,732168459561394827984752631476581293259436178813279546628943715345617982197825364
000008450501390820980702630470081200000000108810270000000903700345010982107025004,732168459561394827984752631476581293259436178813279546628943715345617982197825364
732068009001394020900002600006080290250000008003279046608043715000617080000005064,732168459561394827984752631476581293259436178813279546628943715345617982197825364
702068050500394800080000031470000290250406008013200500608043005045607982100000360,732168459561394827984752631476581293259436178813279546628943715345617982197825364
730008009560304807900720001406081000259006000013209040008903710345617900000002004,732168459561394827984725631476581293259436178813279546628943715345617982197852364
732160400500000020900705361070081093059006000000009046028040005305617980097800034,732168459561394827984725361476581293259436178813279546628943715345617982197852634
030008009500390007980705000276400590409206100013500000628903700345017082090000604,732168459561394827984725361276481593459236178813579246628943715345617982197852634
000160400001004020084000000200481500459030178800079206008903015305610082090802034,732168459561394827984725361276481593459236178813579246628943715345617982197852634
732068459061304007900005360276000003459200108813500040620000000305000002090850004,732168459561394827984725361276481593459236178813579246628943715345617982197852634
730108059000094820080020361206001003400200178803579206000003005045007002097002004,732168459561394827984725361276481593459236178813579246628943715345617982197852634
032000009000000027080720001200481003000230108803079040028900715340617980097050630,732168459561394827984725361276481593459236178813579246628943715345617982197852634
730000009501008400980000300270001590059230078013079006620900015005600902097852030,732164859561398427984725361276481593459236178813579246628943715345617982197852634
030060009001398020004700301006080590459236108810500240620000010340610080097802000,732164859561398427984725361276481593459236178813579246628943715345617982197852634
730160050501008024900000300270401090459230100810009200600053017305007002090002635,732164859561398724984725361276481593459236178813579246628953417345617982197842635
030064850560090704900720301200001090450000000813579246008953010005017002000800035,732164859561398724984725361276481593459236178813579246628953417345617982197842635
702000809500098700904700001200000598050086170803009046608003407345017902100040030,732164859561398724984725361276431598459286173813579246628953417345617982197842635
002060059001300004084005001276104598059206070000509046600903017305000002107800605,732461859561398724984725361276134598459286173813579246628953417345617982197842635
002460000560390700904720361076130500059080000010070246008953417040010900090802000,732461859561398724984725361276134598459286173813579246628953417345617982197842635
000061059500300024000020301270104590050200103800579046000053007045010082090840635,732461859561398724984725361276134598459286173813579246628953417345617982197842635
000461800060308704900725060276100098450206000003000246008050407340017002190040600,732461859561398724984725361276134598459286173813579246628953417345617982197842635
000061059061098720904005000276134090400080071810070040600953007340600900097002600,732461859561398724984725163276134598459286371813579246628953417345617982197842635
002401009560398024004725160200004508000000371003000006600000410045600982090042635,732461859561398724984725163276134598459286371813579246628953417345617982197842635
032000009060398724084700060076104500450080371810579206600950000040600080000840030,732461859561398724984725163276134598459286371813579246628953417345617982197842635
030000000100090724984720003276130590409200000000009246628903400307612000091040600,732461859165398724984725163276134598459286371813579246628953417347612985591847632
700061009065390000080020103276004508050200000800509046628053470000602980591800030,732461859165398724984725163276134598459286317813579246628953471347612985591847632
702400059100098024900000060006104500000206307810070246608900401047012980091007030,732461859165398724984725163276134598459286317813579246628953471347612985591847632
002001009160398004980700060000134598059000317800000046008053071340010985000807600,732461859165398724984725163276134598459286317813579246628953471347612985591847632
702000859165390000980720100200030500400280300003070046008903471340602080000840032,732461859165398724984725163276134598459286317813579246628953471347612985591847632
002104059100008000904000000201406590006089017000071206620903471347000985500847000,732164859165398724984725163271436598456289317893571246628953471347612985519847632
732064059005308000984020163071406590050209017090070006600903401000012900009000002,732164859165398724984725163271436598456289317893571246628953471347612985519847632
002064800005000724080720060071000098456080310003500206620903400340600900510840602,732164859165398724984725163271436598456289317893571246627953481348612975519847632
732064000000098704080025160200000590056289300093501200007053400308610070500807002,732164859165398724984725163271436598456289317893571246627953481348612975519847632
702164800005308020000005000271036008006200010803500240627953401048610070000007630,732164859165398724984725163271436598456289317893571246627953481348612975519847632
702100059065098000004720160000400508406089307890501246607050001300612970000007000,732164859165398724984725163271436598456289317893571246627953481348612975519847632
730100800000090704004725160071006598050080007003570200620950480048610075010007600,732164859165398724984725163271436598456289317893571246627953481348612975519847632
732104859100000000090720103270036008900281300400500006027050401040602005000847630,732164859165398724894725163271436598956281347483579216627953481348612975519847632
732104009106090020800025163200000090000081347400070000627053401000600005519807032,732164859156398724894725163271436598965281347483579216627953481348612975519847632
732000859050300720004005160000006098900281040000079006620000481348000975010847600,732164859156398724894725163271436598965281347483579216627953481348612975519847632
000614850006000704094025060200436090000201047403579216607000400000062075509800030,732614859156398724894725163271436598965281347483579216627953481348162975519847632
702010009106008704804005160270406508960281307003500000027950001300002070510000602,732614859156398724894725163271436598965281347483579216627953481348162975519847632
032010000156300004890700063201036590900200007083000206020053080340162075009007032,732614859156398724894725163271436598965281347483579216627953481348162975519847632
730600009056008020800700103071036598960000047403070016027003001040002005519800602,732614859156398724894725163271436598965281347483579216627953481348162975519847632
032600800106090700890005000271436090905001340480079216000000481000002970010807032,732614859156398724894725163271436598965281347483579216627953481348162975519847632
730014059056098020004720000000400098905080047003570200007053081000060905509807632,732614859156398724894725163271436598965281347483579216627953481348162975519847632
002014850000308720090725100671030090920180307400079010000950400308261000000847002,732614859156398724894725163671432598925186347483579216267953481348261975519847632
002604009010098004094705103601402008900186040080009206267950400340000005059040002,732614859516398724894725163671432598925186347483579216267953481348261975159847632
000610009716390000094725003000432900925080340000570016007053401040060790009040032,532614879716398524894725163671432958925186347483579216267953481348261795159847632
032004079716000524090720060601002050025000047083079016260050400300260790109040000,532614879716398524894725163671432958925186347483579216267953481348261795159847632
532604800000800004800005060601432058905086300083070006207908430000000795150300602,532614879716893524894725163671432958925186347483579216267958431348261795159347682
530010870710890004890000000071400950005100340480570000060050431040260090109340682,532614879716893524894725163671432958925186347483579216267958431348261795159347682
000014870716090020800000103670002908920106000483070206067058001008260090109300602,532614879716893524894725163671432958925186347483579216267958431348261795159347682
032600070016803025894705060071002000905006730083509200207008340000260090100307600,532614879716893425894725163671432958925186734483579216267958341348261597159347682
032014078000803020894005060670030809900086000400509210067900300048200507150040602,532614978716893425894725163671432859925186734483579216267958341348261597159347682
002014978000893425090025163671400859000100700003500200260900001308200007000047002,532614978716893425894725163671432859925186734483579216267958341348261597159347682
032014908716090400890725063000402859905086700400500200000900001308260000150000680,532614978716893425894725163671432859925186734483579216267958341348261597159347682
002604070700803400090020000671432009925186034480500016000008000348200090009340602,532614978716893425894725163671432859925186734483579216267958341348261597159347682
030610000016893405804725003001400050905186030000079206260008301000060007109300602,532614978716893425894725163671432859925186734483579216267958341348261597159347682
000604809010890020890725003070000058025100000040079006267958340480060097050000682,532614879716893425894725163671432958925186734348579216267958341483261597159347682
000614009700003005004025103671030000025106704000009210067958041083261507000000602,532614879716893425894725163671432958925186734348579216267958341483261597159347682
532014000010893020804000063070400050905080034348009006207008041403201090050040602,532614879716893425894725163671432958925186734348579216267958341483261597159347682
502600879706803020804720103670030950005100000348500000260900301003060507000047602,532614879716893425894725163671432958925186734348579216267958341483261597159347682
032610809706000400004705063671032058000100004008570210260000040080261500159007600,532614879716893425894725163671432958925186734348579216267958341483261597159347682
032604079706090020090720063670032050020186030008570000060000000000061597159040682,532614879716893425894725163671432958925186734348579216267958341483261597159347682
002014000010000020800720160670400058925106730040509206000950041483061007059047000,532614879716893425894725163671432958925186734348579216267958341483261597159347682
502604870710000405004020169071002008005086030040509210200950341083000590009300600,592614873716893425834725169671432958925186734348579216267958341483261597159347682
590604073000890425004000009070432950905106000000509210007058041403060000059047082,592614873716893425834725169671432958925186734348579216267958341483261597159347682
590604000010893400830725109600000958900106000008009010267058040400001590159040600,592614873716893425834725169671432958925186734348579216267958341483261597159347682
590610003716090020800000160001432050005000030008500200067958040483201007009047682,592614873716893425834725169671432958925186734348579216267958341483261597159347682
092004003006893020800720160670430008920106034340079006000950001403000090150040602,592614873716893425834725169671432958925186734348579216267958341483261597159347682
090014803710090420034000069670002950905080700308579006060058300403061090100007002,592614873716893425834725169671432958925186734348579216267958341483261597159347682
500000870016003420804025160001000050025080734348000206007008341003200597009040680,592614873716893425834725169671432958925186734348579216267958341483261597159347682
530160879716890420090705103600430000000600034008000216200900041080206090100040680,532164879716893425894725163671432958925681734348579216267958341483216597159347682
530064879000003025804020163000002000925081000300009010260900301083010007059047682,532164879716893425894725163671432958925681734348579216267958341483216597159347682
530064870006893405000020103670030950025681000008079206000008340400210090109000680,532164879716893425894725163671432958925681734348579216267958341483216597159347682
532064009706093025004720000070030908020681030000070216200958300400206097150000080,532164879716893425894725163671432958925681734348579216267958341483216597159347682
032104809016000020000725003001400058925081704300570200200900040480010097000347082,532164879716893425894725163671432958925681734348579216267958341483216597159347682
530064000006893405090720003070402058900601704048500200000050300483016507109340000,532164879716893425894725163671432958925681734348579216267958341483216597159347682
030004800006003000894005103671430058020681004040570206260058301400216000000040602,532164879716893425894725163671432958925681734348579216267958341483216597159347682
700104860150800090090705020670402008020600730000070216260000040483200509510340082,732194865156823497894765123671432958925681734348579216267958341483216579519347682
002100865006823007000005120671402000005601004008079006060058341080010500519040680,732194865156823497894765123671432958925681734348579216267958341483216579519347682
032100065006800000890065000001400908025680000348079210060958001403016009019040602,732194865156823497894765123671432958925681734348579216267958341483216579519347682
732004060056030090894005000070023900000000007000079216267058041483010079019047600,732194865156832794894765123671423958925681437348579216267958341483216579519347682
732190860050030700000005003001003008020681007340579210207958000403206570500040002,732194865156832794894765123671423958925681437348579216267958341483216579519347682
002104860100830790004705103000420950005600007300070206060958430483010000019340600,732194865156832794894765123671423958925681347348579216267958431483216579519347682
002104865050000004894000103071000908020681340348570206007900400480010000510307600,732194865156832794894765123671423958925681347348579216267958431483216579519347682
002194865056802704090700123670000958000600040048579000000958431003000509510000000,732194865156832794894765123671423958925681347348579216267958431483216579519347682
700190005000002000000760103070403900925080340300570602267908431083200500519000280,732194865156832794894765123671423958925681347348579612267958431483216579519347286
730100060051002794894005120076000900000681300340000002000058430480200500019307286,732194865651832794894765123176423958925681347348579612267958431483216579519347286
702004800000002790000705120106403008905680047348570602260000001003000570509347200,732194865651832794894765123176423958925681347348579612267958431483216579519347286
732090065000830000004005020176423908020680007340079610000000430400216070510040280,732194865651832794894765123176423958925681347348579612267958431483216579519347286
730004005051032704004000103076420958025080347000009612007050431003000070010007206,732194865651832794894765123176423958925681347348579612267958431483216579519347286
702094065600000004004060003100420900900081040340500602007950030403216070510307286,732194865651832794894765123176423958925681347348579612267958431483216579519347286
702094000001035024800160000076423950920680347300000002060058031080016070509300080,732894165691735824854162793176423958925681347348579612267958431483216579519347286
052800160601000824030100005176423900025600000348070602000058430480206000009347000,752894163691735824834162795176423958925681347348579612267958431483216579519347286
752004100690730824834162095070400900900680047000509610007908030080006000000000286,752894163691735824834162795176423958925681347348579612267958431483216579519347286
